NO#APT2018,NO2APT2018,Εθνικης Αμυνης(1392),Αγιου Δημητριου(1479),Αγιου Δημητριου(1514),Εθνικης Αμυνης(1803),Πανεπιστημιου(1896),Αγιου Δημητριου(2090),Αγιου Δημητριου(2183),Προς Αγιου Δημητριου(727),Αγιου Δημητριου(800),Προς Εθνικης Αμυνης(843)
26.0,79.0,nan,52.5,24.75,15.0,25.333333333333332,43.75,31.0,34.0,nan,28.5
28.0,77.0,26.0,44.0,18.333333333333332,18.0,nan,34.75,31.0,17.0,nan,14.0
24.0,70.0,11.0,49.333333333333336,25.0,22.0,5.0,36.75,24.333333333333332,20.0,13.0,36.0
8.0,41.0,13.5,59.75,21.666666666666668,15.0,24.0,46.25,19.5,nan,nan,45.0
5.0,39.0,nan,65.75,25.0,4.5,22.0,44.75,27.0,15.0,nan,nan
4.0,44.0,10.0,50.5,19.666666666666668,13.0,5.0,47.5,28.333333333333332,35.5,nan,38.0
13.0,66.0,nan,61.75,25.666666666666668,nan,16.0,44.666666666666664,32.0,30.0,nan,16.5
3.0,35.0,25.0,53.0,34.0,17.0,nan,50.0,29.0,nan,nan,nan
1.0,24.0,34.0,47.0,32.666666666666664,nan,16.5,49.75,16.333333333333332,nan,nan,16.0
2.0,28.0,30.0,46.25,28.0,17.0,13.0,52.5,21.0,nan,nan,18.0
4.0,42.0,nan,67.0,27.0,nan,nan,56.333333333333336,19.0,35.0,nan,12.0
13.0,47.0,nan,55.333333333333336,30.0,15.0,nan,56.0,28.0,34.0,nan,nan
46.0,56.0,12.0,54.0,33.0,15.5,27.0,49.75,25.0,nan,nan,33.5
93.0,61.0,13.0,42.5,19.0,9.5,22.0,42.25,28.0,27.5,22.0,30.666666666666668
72.0,60.0,nan,48.75,28.25,9.5,22.5,40.75,25.5,25.333333333333332,nan,26.75
43.0,58.0,20.0,49.5,29.25,8.0,21.0,42.5,25.0,33.5,nan,24.666666666666668
12.0,31.0,37.0,47.75,24.25,20.0,49.0,40.5,26.333333333333332,22.333333333333332,nan,15.0
4.0,19.0,nan,41.25,22.25,3.0,23.666666666666668,44.0,11.0,48.5,12.0,8.0
3.0,17.0,nan,47.25,26.333333333333332,13.0,24.5,44.25,29.0,33.75,nan,21.5
3.0,18.0,nan,49.75,23.0,nan,8.0,42.0,28.5,40.666666666666664,nan,9.666666666666666
2.0,19.0,nan,45.0,31.5,nan,28.0,33.5,32.5,47.0,7.0,nan
3.0,32.0,11.0,50.25,27.333333333333332,10.0,nan,39.5,34.0,26.5,nan,19.0
5.0,35.0,nan,48.0,17.5,nan,23.25,38.25,18.666666666666668,35.5,nan,27.5
4.0,38.0,nan,43.0,26.0,11.0,26.5,41.666666666666664,25.0,33.0,nan,nan
5.0,32.0,12.0,46.75,18.5,nan,21.5,39.75,14.5,33.0,nan,16.5
4.0,27.0,nan,42.75,23.333333333333332,15.0,22.0,41.75,18.0,nan,13.0,21.0
5.0,28.0,12.0,51.0,23.666666666666668,17.0,nan,46.25,36.0,42.5,nan,16.75
5.0,38.0,5.0,48.25,15.666666666666666,5.0,nan,45.75,21.333333333333332,56.0,nan,23.666666666666668
4.0,28.0,23.0,50.75,34.666666666666664,21.5,24.666666666666668,53.0,23.0,nan,nan,24.0
2.0,22.0,20.0,56.333333333333336,29.75,13.0,4.0,46.25,31.0,24.0,27.0,18.0
1.0,14.0,25.0,52.0,28.333333333333332,13.0,nan,45.5,26.666666666666668,21.0,nan,9.0
1.0,7.0,nan,57.666666666666664,40.0,12.0,31.0,63.0,22.5,14.0,nan,8.0
1.0,8.0,22.0,58.0,24.0,3.0,nan,54.0,28.666666666666668,nan,nan,nan
1.0,12.0,nan,66.0,31.0,nan,nan,57.0,13.0,40.0,nan,14.0
1.0,14.0,31.0,54.333333333333336,37.0,48.0,17.0,64.0,11.5,29.5,nan,nan
3.0,22.0,nan,59.5,33.333333333333336,nan,nan,49.666666666666664,39.5,52.0,nan,53.0
5.0,32.0,14.0,57.5,35.0,19.5,31.0,45.75,28.333333333333332,43.333333333333336,nan,nan
7.0,31.0,7.0,51.75,26.25,28.0,25.5,38.25,26.0,33.0,nan,32.0
8.0,26.0,18.0,40.75,21.5,5.0,21.0,38.0,33.666666666666664,36.0,nan,30.0
5.0,18.0,13.333333333333334,44.0,25.0,20.5,30.0,42.0,29.0,38.0,nan,22.666666666666668
7.0,25.0,8.0,39.5,32.5,12.0,26.5,39.25,26.75,36.0,22.0,10.0
5.0,22.0,21.5,43.0,23.5,6.0,26.0,39.75,41.0,28.333333333333332,nan,9.0
4.0,21.0,nan,45.5,23.75,16.0,18.0,38.75,20.666666666666668,39.0,nan,26.5
5.0,24.0,19.0,47.5,26.5,nan,27.0,34.0,26.666666666666668,29.5,4.0,31.0
4.0,28.0,10.0,36.5,21.5,25.0,14.5,39.5,19.75,33.5,nan,32.5
4.0,32.0,17.0,48.25,23.5,7.0,36.5,39.5,40.0,34.0,nan,13.5
5.0,36.0,28.0,45.5,18.25,nan,23.333333333333332,36.5,23.25,47.0,nan,24.0
3.0,36.0,15.666666666666666,43.5,23.0,9.5,24.5,39.25,27.5,19.0,8.0,9.0
3.0,25.0,nan,41.25,19.25,5.0,21.5,37.25,17.0,15.0,nan,16.0
3.0,32.0,nan,32.0,18.25,nan,17.333333333333332,33.75,14.75,18.0,nan,17.0
10.0,51.0,nan,45.0,26.0,nan,21.0,40.25,29.333333333333332,15.0,25.0,14.0
14.0,57.0,22.0,56.75,25.5,18.333333333333332,35.666666666666664,42.0,20.333333333333332,19.0,nan,nan
8.0,46.0,nan,49.25,31.0,12.5,10.0,43.666666666666664,36.0,2.0,nan,19.333333333333332
5.0,40.0,19.0,56.25,20.25,13.666666666666666,29.333333333333332,52.0,20.0,51.0,nan,24.5
3.0,32.0,20.0,56.25,29.75,26.0,30.0,60.25,23.5,24.5,nan,10.0
3.0,38.0,nan,62.5,31.0,nan,31.0,57.0,29.0,nan,nan,8.5
1.0,20.0,17.0,35.5,30.0,nan,nan,67.33333333333333,22.5,30.0,nan,17.5
1.0,13.0,nan,56.0,nan,nan,43.5,54.0,14.0,7.0,nan,16.5
2.0,21.0,15.0,53.0,36.0,10.0,nan,49.0,29.0,3.0,nan,8.0
7.0,45.0,23.333333333333332,63.0,24.5,nan,nan,56.0,21.0,43.0,nan,nan
30.0,64.0,16.0,52.75,25.75,5.0,16.5,44.75,21.666666666666668,48.0,nan,7.666666666666667
19.0,56.0,nan,51.75,30.0,23.0,29.0,40.25,23.333333333333332,31.0,nan,14.0
8.0,40.0,4.0,46.333333333333336,22.333333333333332,14.0,27.0,40.0,31.0,58.0,nan,25.0
16.0,44.0,19.0,44.75,33.0,10.0,29.0,41.5,31.75,35.0,nan,13.5
14.0,46.0,24.5,45.0,18.5,19.25,5.0,38.75,26.25,33.25,nan,22.0
8.0,37.0,23.0,47.0,31.0,10.0,7.5,40.0,23.666666666666668,31.0,10.0,29.75
5.0,33.0,2.0,43.5,21.5,6.666666666666667,26.25,43.0,22.0,36.5,nan,28.0
4.0,30.0,25.0,42.25,19.5,nan,29.0,34.75,18.75,nan,26.0,32.5
11.0,49.0,nan,44.0,13.75,15.0,18.0,32.75,17.333333333333332,21.0,15.0,29.0
24.0,60.0,nan,44.0,18.0,6.0,23.0,35.75,24.5,30.0,nan,23.5
29.0,62.0,nan,47.75,25.5,nan,22.5,39.5,26.666666666666668,36.0,nan,nan
34.0,58.0,42.0,41.0,22.5,nan,nan,36.75,24.666666666666668,24.0,20.0,nan
30.0,62.0,20.5,43.75,19.0,23.0,27.0,38.75,26.5,9.0,nan,nan
21.0,38.0,23.0,42.5,23.25,nan,19.666666666666668,41.5,30.0,32.0,nan,7.0
3.0,16.0,nan,51.75,25.75,21.5,26.5,45.75,19.75,28.333333333333332,15.0,27.0
2.0,14.0,13.0,48.75,26.25,26.5,nan,50.75,29.333333333333332,45.5,10.0,19.0
2.0,13.0,28.5,52.0,29.333333333333332,18.0,20.333333333333332,49.25,27.0,2.0,nan,12.0
2.0,16.0,nan,54.0,20.5,nan,21.0,57.25,26.5,44.5,nan,20.0
1.0,9.0,19.25,50.333333333333336,28.0,12.0,15.0,53.25,21.0,18.0,nan,18.0
1.0,4.0,31.0,53.75,22.0,nan,15.0,55.5,19.5,8.0,nan,21.0
1.0,4.0,29.0,48.5,30.0,21.5,30.0,54.666666666666664,21.0,nan,24.0,5.5
1.0,4.0,20.0,65.0,28.0,nan,nan,42.5,24.0,24.0,nan,12.0
1.0,4.0,nan,60.0,33.25,33.0,32.0,56.5,17.5,nan,12.0,9.0
1.0,6.0,nan,68.5,27.0,nan,1.0,51.5,23.0,23.0,nan,16.0
1.0,7.0,21.0,50.75,29.0,24.0,48.0,49.25,28.666666666666668,49.0,nan,32.333333333333336
1.0,12.0,nan,65.0,37.0,13.0,15.0,53.25,29.666666666666668,32.333333333333336,nan,8.5
2.0,13.0,30.5,36.0,29.0,19.0,30.0,51.0,18.75,12.0,nan,28.5
2.0,9.0,20.0,46.5,34.25,16.0,36.0,48.0,18.0,nan,nan,27.666666666666668
2.0,10.0,18.0,52.75,32.333333333333336,11.333333333333334,26.0,46.0,27.0,32.0,nan,14.0
2.0,10.0,19.0,55.75,24.0,15.0,13.0,49.75,29.5,41.0,nan,32.5
2.0,9.0,nan,51.5,32.5,11.333333333333334,24.666666666666668,47.75,29.0,31.5,nan,4.0
4.0,15.0,24.0,58.0,29.25,23.0,25.0,47.75,24.75,30.0,nan,11.0
3.0,17.0,21.0,53.25,29.0,27.0,29.0,47.25,28.0,35.0,nan,nan
2.0,16.0,nan,47.25,32.666666666666664,13.0,17.0,50.0,22.0,37.0,31.0,9.0
3.0,20.0,nan,46.25,23.5,12.0,32.0,43.75,20.25,30.0,nan,35.0
4.0,26.0,nan,43.75,33.0,nan,25.0,48.0,22.0,37.0,nan,55.0
3.0,17.0,nan,42.0,26.333333333333332,13.0,17.666666666666668,44.0,21.0,28.75,55.0,19.0
1.0,10.0,nan,47.0,45.0,nan,16.5,42.0,25.333333333333332,29.0,nan,nan
1.0,9.0,nan,nan,nan,5.0,nan,28.0,16.0,10.0,nan,nan
1.0,9.0,nan,41.5,23.0,nan,9.0,39.0,28.0,21.0,16.0,24.0
2.0,11.0,8.0,48.0,36.333333333333336,12.5,27.0,51.75,30.5,42.666666666666664,47.0,43.333333333333336
2.0,12.0,21.0,58.25,31.5,22.0,20.0,49.5,22.0,16.0,20.0,15.5
2.0,13.0,nan,56.75,33.666666666666664,14.5,29.0,54.75,30.666666666666668,19.0,nan,19.0
1.0,9.0,nan,47.25,8.0,7.0,nan,51.25,26.0,16.0,nan,16.0
1.0,12.0,nan,48.75,32.666666666666664,nan,22.5,47.75,20.0,nan,nan,23.5
1.0,10.0,21.0,51.75,29.25,7.0,18.0,49.25,17.0,nan,nan,25.0
1.0,6.0,nan,56.75,30.5,17.0,37.0,56.666666666666664,30.0,nan,nan,16.0
2.0,12.0,nan,50.5,36.333333333333336,16.5,3.0,56.333333333333336,16.5,nan,nan,12.0
2.0,13.0,nan,59.333333333333336,26.5,39.0,nan,61.0,27.0,45.0,nan,13.0
3.0,19.0,14.0,31.666666666666668,37.0,21.5,nan,52.5,18.333333333333332,43.0,nan,17.0
4.0,23.0,nan,53.25,36.5,1.0,2.5,47.75,26.0,28.0,nan,17.0
6.0,29.0,19.0,51.75,32.25,23.5,14.0,54.0,23.5,27.0,32.0,21.75
7.0,30.0,15.0,49.5,19.25,27.5,28.5,49.0,26.0,nan,nan,38.0
5.0,24.0,23.0,46.0,26.0,nan,nan,44.75,29.333333333333332,40.0,nan,35.0
1.0,7.0,7.0,52.75,26.5,16.0,27.0,38.75,28.5,48.0,16.0,14.0
2.0,7.0,13.0,51.25,20.0,8.0,28.0,47.5,25.25,42.0,nan,34.0
1.0,6.0,28.0,48.75,24.0,14.0,28.5,49.75,30.0,24.0,14.0,34.0
1.0,7.0,18.0,52.5,22.0,nan,5.0,43.5,30.5,nan,nan,42.0
5.0,18.0,42.0,47.5,27.666666666666668,5.0,20.0,48.75,15.333333333333334,2.0,nan,nan
8.0,23.0,21.0,45.25,25.333333333333332,6.5,nan,45.25,31.0,41.0,15.0,17.0
4.0,17.0,13.0,51.0,26.666666666666668,nan,48.0,46.5,25.333333333333332,34.0,nan,22.5
4.0,19.0,nan,46.25,29.0,7.0,22.0,45.25,32.666666666666664,29.5,nan,41.0
9.0,34.0,20.0,51.75,27.0,nan,22.0,44.0,29.666666666666668,36.0,nan,29.5
9.0,27.0,27.0,46.0,32.0,6.5,nan,44.25,24.0,15.0,nan,18.0
2.0,13.0,22.5,52.75,31.75,28.0,21.5,52.0,31.333333333333332,14.0,nan,39.0
5.0,21.0,23.0,56.5,26.0,24.0,25.333333333333332,48.0,24.5,14.666666666666666,nan,18.0
4.0,22.0,20.5,53.5,18.0,30.0,nan,44.0,25.0,31.0,24.0,18.5
1.0,7.0,31.0,40.5,36.0,27.0,nan,52.666666666666664,5.5,29.0,nan,5.0
1.0,8.0,9.0,54.666666666666664,40.5,10.0,nan,59.5,7.0,18.0,nan,15.5
2.0,15.0,24.0,47.5,21.5,nan,nan,55.0,34.0,nan,nan,10.0
3.0,21.0,nan,39.0,29.0,nan,nan,58.75,21.0,nan,nan,41.0
12.0,23.0,nan,61.333333333333336,30.0,nan,10.0,50.666666666666664,34.0,36.0,44.0,23.0
49.0,40.0,24.0,45.75,20.75,3.5,25.0,44.5,17.0,35.0,nan,19.5
47.0,37.0,nan,45.25,21.75,16.75,4.0,33.0,47.0,22.0,nan,22.666666666666668
65.0,39.0,nan,39.0,22.25,5.0,11.666666666666666,37.25,17.75,22.0,10.0,17.0
49.0,37.0,5.0,45.25,20.5,nan,22.0,44.5,21.0,33.666666666666664,7.0,16.5
39.0,36.0,nan,41.5,38.5,nan,17.0,41.5,26.0,15.5,19.0,20.5
32.0,39.0,18.0,32.75,24.0,19.0,16.333333333333332,37.25,13.5,20.0,nan,33.5
29.0,42.0,14.0,10.5,21.666666666666668,nan,19.0,40.5,15.0,15.5,nan,14.0
22.0,42.0,3.0,39.25,21.0,13.333333333333334,23.25,37.5,14.0,nan,8.0,nan
26.0,51.0,nan,44.25,26.0,2.0,29.0,41.5,22.333333333333332,40.0,nan,21.5
20.0,55.0,24.0,49.0,10.75,18.666666666666668,nan,41.5,18.5,50.0,nan,24.333333333333332
26.0,54.0,nan,46.5,20.5,12.0,27.5,39.75,17.666666666666668,3.0,nan,29.333333333333332
98.0,60.0,25.5,53.25,16.0,9.0,nan,39.5,22.666666666666668,14.0,18.0,19.5
87.0,57.0,nan,50.0,23.5,9.0,51.0,44.0,9.0,35.0,nan,17.333333333333332
76.0,53.0,17.0,50.5,27.25,24.0,40.0,42.75,19.333333333333332,30.0,nan,27.0
117.0,53.0,nan,52.0,34.5,nan,33.0,46.333333333333336,27.666666666666668,21.5,nan,27.0
75.0,51.0,14.0,54.0,27.0,6.0,21.5,42.5,25.666666666666668,nan,nan,3.0
50.0,46.0,nan,62.333333333333336,33.666666666666664,25.0,nan,53.75,15.0,36.0,nan,5.0
53.0,46.0,26.0,55.75,35.333333333333336,27.0,15.0,55.0,8.0,29.0,6.0,10.0
37.0,42.0,15.0,51.0,27.25,nan,17.0,62.5,30.0,44.0,nan,nan
11.0,32.0,nan,36.0,19.0,nan,15.5,51.333333333333336,31.5,39.0,nan,9.0
18.0,34.0,22.5,nan,34.0,61.0,31.0,52.666666666666664,31.0,nan,nan,nan
2.0,15.0,nan,55.0,nan,nan,nan,47.5,nan,nan,nan,26.0
6.0,25.0,nan,61.75,27.0,nan,nan,55.5,28.0,nan,nan,nan
36.0,31.0,nan,55.0,39.0,15.0,nan,55.75,36.0,41.0,nan,nan
24.0,25.0,nan,47.5,19.5,nan,nan,39.75,27.0,43.5,nan,22.0
42.0,28.0,28.5,33.0,12.25,24.0,27.0,36.25,16.75,36.333333333333336,27.0,7.0
91.0,30.0,nan,33.25,16.25,7.0,17.0,33.5,14.75,nan,10.5,33.0
42.0,28.0,25.0,41.75,25.75,10.5,21.0,38.5,35.5,17.5,nan,20.333333333333332
30.0,28.0,20.0,47.25,29.5,16.333333333333332,nan,44.5,31.25,27.5,nan,37.333333333333336
50.0,35.0,nan,46.5,19.25,17.0,18.0,40.5,23.0,21.5,nan,18.0
81.0,41.0,nan,45.0,16.0,18.0,32.5,42.75,18.5,18.0,nan,19.0
67.0,40.0,nan,42.5,19.666666666666668,1.0,19.333333333333332,42.25,29.25,35.0,nan,22.666666666666668
92.0,45.0,nan,44.75,18.666666666666668,19.0,21.333333333333332,40.75,20.666666666666668,29.0,11.0,32.5
116.0,49.0,9.0,43.25,15.5,nan,25.0,40.333333333333336,24.75,22.0,nan,28.666666666666668
109.0,48.0,nan,44.0,16.666666666666668,14.5,12.333333333333334,41.0,24.666666666666668,nan,nan,21.5
67.0,32.0,17.0,44.5,21.5,3.0,25.0,41.5,21.0,nan,nan,13.5
100.0,39.0,nan,52.75,31.5,24.0,14.0,41.0,23.25,33.0,nan,30.0
112.0,48.0,19.0,52.0,25.0,13.5,22.0,39.75,32.666666666666664,31.666666666666668,nan,33.0
48.0,31.0,15.666666666666666,46.5,30.5,nan,26.5,44.75,26.75,nan,nan,20.0
57.0,29.0,8.0,45.0,25.0,21.0,8.0,44.0,21.0,nan,nan,14.0
77.0,29.0,28.0,44.75,28.0,19.0,28.0,29.75,31.666666666666668,47.0,nan,18.333333333333332
65.0,29.0,21.0,37.333333333333336,33.0,nan,3.0,53.666666666666664,27.0,nan,25.0,36.5
69.0,27.0,3.0,51.666666666666664,27.333333333333332,nan,nan,49.333333333333336,18.0,28.666666666666668,nan,12.0
64.0,25.0,17.0,40.0,30.5,nan,nan,58.0,25.0,nan,nan,14.0
53.0,25.0,nan,53.5,27.666666666666668,nan,nan,54.0,nan,nan,nan,27.0
13.0,25.0,18.0,49.5,43.333333333333336,nan,nan,50.75,14.0,28.0,nan,8.0
5.0,23.0,16.0,52.0,29.5,nan,21.0,57.0,35.333333333333336,nan,nan,nan
14.0,33.0,5.0,59.0,24.333333333333332,nan,nan,60.5,36.0,nan,3.0,29.333333333333332
86.0,51.0,19.0,33.75,25.333333333333332,26.0,27.0,45.25,30.0,10.0,13.0,2.0
99.0,51.0,34.0,43.333333333333336,32.5,nan,24.0,37.0,23.0,41.0,nan,17.5
143.0,63.0,9.0,44.0,18.0,16.5,nan,37.5,10.25,29.666666666666668,10.0,12.0
108.0,60.0,16.0,48.75,30.75,10.0,25.0,36.5,33.0,25.0,nan,16.666666666666668
89.0,60.0,12.0,46.0,21.75,6.5,34.0,38.25,31.0,31.5,nan,19.666666666666668
40.0,55.0,22.5,48.25,22.5,13.333333333333334,22.333333333333332,40.0,23.333333333333332,27.0,nan,24.0
27.0,48.0,19.0,44.25,14.0,11.333333333333334,nan,37.25,32.666666666666664,31.5,nan,17.0
19.0,53.0,24.5,47.333333333333336,24.333333333333332,11.0,25.75,38.5,21.5,27.0,nan,19.0
26.0,64.0,33.0,51.0,19.5,15.5,30.0,37.0,25.0,21.0,22.0,21.666666666666668
34.0,62.0,19.0,45.25,17.333333333333332,2.0,40.0,34.75,19.0,15.0,nan,20.0
13.0,46.0,16.0,43.5,14.0,13.0,nan,25.5,21.25,22.0,nan,nan
5.0,29.0,14.0,43.0,14.0,5.5,30.0,34.0,12.333333333333334,29.666666666666668,nan,17.333333333333332
3.0,20.0,nan,49.25,23.333333333333332,3.0,22.0,40.0,26.666666666666668,20.0,nan,12.0
3.0,18.0,5.0,49.5,24.0,6.0,nan,37.25,35.5,nan,nan,28.0
2.0,13.0,19.5,47.5,23.75,nan,26.0,44.25,25.75,38.0,nan,17.5
2.0,14.0,10.0,46.0,20.5,7.5,12.5,41.75,15.666666666666666,9.0,nan,17.0
2.0,21.0,16.0,53.0,23.25,21.5,nan,35.25,23.75,nan,nan,13.333333333333334
3.0,21.0,4.0,45.25,29.666666666666668,13.0,16.0,57.0,29.0,47.0,nan,18.333333333333332
3.0,19.0,29.333333333333332,48.75,31.666666666666668,7.0,18.0,49.0,26.666666666666668,nan,nan,14.333333333333334
2.0,14.0,nan,58.25,23.0,nan,21.0,54.25,27.0,10.0,nan,14.0
1.0,8.0,28.0,70.0,28.5,nan,nan,54.25,13.0,nan,nan,nan
1.0,6.0,7.0,45.0,29.0,2.0,nan,65.0,39.0,5.0,nan,22.0
1.0,11.0,nan,nan,46.0,nan,5.0,59.0,20.5,nan,nan,nan
6.0,21.0,nan,66.5,21.666666666666668,nan,15.0,46.75,18.0,nan,nan,14.0
17.0,29.0,nan,45.75,32.25,nan,23.0,43.0,30.5,33.0,nan,14.0
24.0,26.0,24.5,42.75,29.666666666666668,21.0,27.0,39.5,24.333333333333332,34.25,4.0,33.5
11.0,15.0,7.0,49.25,23.5,22.0,12.5,37.75,26.0,36.666666666666664,18.0,14.333333333333334
10.0,15.0,nan,46.5,32.5,10.333333333333334,23.75,42.0,25.25,26.666666666666668,1.0,16.5
10.0,16.0,18.333333333333332,43.5,24.666666666666668,13.0,19.5,40.0,26.0,29.5,11.0,30.333333333333332
9.0,19.0,24.0,47.0,23.25,19.0,18.0,42.25,31.25,33.666666666666664,nan,21.0
12.0,23.0,nan,52.333333333333336,23.0,17.5,nan,38.333333333333336,27.5,35.5,nan,22.5
23.0,32.0,1.0,56.0,23.5,10.0,nan,45.25,16.75,34.666666666666664,nan,18.666666666666668
27.0,36.0,16.0,48.0,27.75,nan,22.0,40.0,20.75,37.0,4.0,19.0
19.0,35.0,7.0,50.75,23.333333333333332,9.0,21.0,40.25,21.75,47.5,nan,23.5
21.0,38.0,nan,47.75,28.25,10.0,nan,38.0,13.666666666666666,32.0,nan,30.666666666666668
52.0,43.0,nan,45.25,25.75,15.0,13.5,34.0,15.75,19.0,9.0,19.0
64.0,45.0,15.0,42.75,24.5,25.0,26.0,38.75,27.333333333333332,40.333333333333336,nan,9.666666666666666
69.0,46.0,nan,52.0,27.25,10.0,19.0,39.25,21.0,38.0,nan,21.5
65.0,44.0,nan,44.25,19.5,1.0,nan,45.0,27.75,nan,nan,10.666666666666666
73.0,46.0,nan,52.0,27.666666666666668,22.0,20.0,30.5,24.5,16.0,nan,11.0
52.0,41.0,15.0,46.666666666666664,25.0,20.666666666666668,11.0,46.75,28.75,46.5,nan,10.5
21.0,37.0,26.0,51.75,24.0,18.0,21.333333333333332,50.666666666666664,28.0,nan,nan,15.0
7.0,31.0,21.0,60.333333333333336,30.666666666666668,28.0,33.0,44.75,27.333333333333332,18.0,nan,18.0
5.0,32.0,11.0,42.0,28.5,18.0,nan,41.0,23.5,nan,nan,15.5
7.0,28.0,27.5,45.333333333333336,35.0,nan,25.0,53.0,43.0,nan,nan,9.5
6.0,24.0,nan,40.5,23.0,13.0,nan,51.25,55.0,27.0,nan,15.0
4.0,23.0,nan,54.0,48.0,nan,nan,51.0,nan,52.5,nan,13.5
27.0,32.0,17.0,49.0,37.333333333333336,35.0,23.0,52.75,23.333333333333332,33.5,nan,nan
90.0,36.0,23.5,57.25,26.0,30.333333333333332,36.0,43.5,27.5,33.0,nan,19.5
70.0,38.0,nan,43.0,24.75,nan,nan,41.75,29.333333333333332,32.5,nan,24.0
58.0,39.0,25.0,49.0,31.0,13.666666666666666,22.5,42.5,8.5,25.5,nan,16.5
32.0,35.0,4.0,53.5,33.75,17.5,21.0,36.5,21.666666666666668,42.0,nan,19.0
9.0,17.0,17.0,47.5,25.5,14.0,9.0,38.0,30.0,48.0,nan,32.333333333333336
5.0,13.0,nan,48.5,26.0,30.0,36.0,36.25,30.333333333333332,38.0,17.0,31.25
4.0,13.0,20.0,42.75,25.25,5.5,18.666666666666668,35.75,24.0,26.5,nan,28.5
6.0,21.0,24.333333333333332,51.75,25.0,12.0,22.333333333333332,42.75,30.0,21.333333333333332,nan,21.0
5.0,29.0,nan,46.0,13.5,14.0,22.0,38.0,23.0,52.0,11.0,27.666666666666668
4.0,31.0,nan,46.75,31.666666666666668,17.0,29.5,38.25,14.5,33.0,26.0,21.5
6.0,39.0,31.0,51.333333333333336,21.75,8.5,25.0,38.25,21.0,27.5,16.0,19.5
7.0,37.0,16.0,35.0,23.0,11.5,24.0,38.25,19.0,31.0,nan,31.5
8.0,39.0,8.0,52.25,31.333333333333332,22.0,19.0,41.5,21.0,nan,nan,29.5
11.0,36.0,nan,37.0,23.0,1.0,18.0,43.75,23.666666666666668,31.333333333333332,nan,29.5
14.0,39.0,22.5,49.25,29.666666666666668,nan,15.0,41.25,24.75,nan,nan,28.0
9.0,32.0,nan,53.25,30.0,12.5,13.666666666666666,44.0,25.75,nan,nan,14.5
5.0,23.0,27.0,47.5,26.666666666666668,26.5,3.5,44.0,24.25,23.0,nan,18.0
2.0,17.0,20.0,57.75,33.0,5.0,16.0,37.666666666666664,41.0,29.0,nan,11.333333333333334
1.0,10.0,19.0,55.666666666666664,31.5,15.5,17.0,49.0,26.5,10.0,nan,19.5
1.0,12.0,22.5,51.25,19.666666666666668,22.5,18.0,54.666666666666664,25.0,54.0,26.0,41.0
1.0,13.0,24.0,58.0,28.666666666666668,7.5,nan,52.25,20.0,42.666666666666664,6.0,25.0
1.0,7.0,nan,51.25,30.333333333333332,26.0,13.0,54.25,31.0,nan,34.0,9.0
1.0,9.0,nan,68.0,39.5,39.0,31.0,56.75,27.5,nan,nan,14.5
3.0,20.0,nan,51.333333333333336,23.5,9.0,21.0,54.75,47.0,28.0,nan,nan
9.0,30.0,nan,51.333333333333336,24.5,10.0,12.5,49.5,19.5,nan,nan,44.0
14.0,31.0,nan,54.666666666666664,32.25,nan,24.0,49.25,19.0,44.0,nan,4.0
13.0,33.0,7.0,49.5,26.0,22.0,23.0,45.5,31.333333333333332,9.0,2.0,nan
8.0,31.0,23.0,56.75,38.0,37.0,14.0,47.5,26.666666666666668,38.0,nan,24.0
9.0,35.0,nan,48.75,27.75,19.0,25.0,51.75,28.0,26.5,nan,30.666666666666668
11.0,37.0,8.0,49.5,23.75,20.0,22.0,45.0,19.25,30.0,19.0,16.0
6.0,36.0,25.0,47.0,21.25,24.0,22.666666666666668,39.75,22.666666666666668,13.0,8.0,23.333333333333332
7.0,32.0,nan,51.25,24.5,9.5,nan,41.5,29.0,39.5,nan,19.0
5.0,28.0,30.0,46.0,29.333333333333332,13.0,27.0,43.75,23.0,nan,nan,21.666666666666668
6.0,33.0,5.0,48.0,20.5,nan,16.5,47.5,22.666666666666668,nan,11.0,40.5
25.0,56.0,nan,49.5,27.5,7.0,14.0,44.75,26.25,30.5,nan,23.0
31.0,57.0,26.666666666666668,44.0,27.5,24.333333333333332,3.0,43.0,29.0,36.0,nan,11.0
20.0,49.0,25.0,52.25,25.75,nan,nan,47.25,29.0,42.0,24.0,18.5
8.0,35.0,nan,51.333333333333336,29.25,9.0,nan,45.0,26.5,36.333333333333336,nan,nan
3.0,26.0,36.0,44.5,27.333333333333332,11.5,26.0,40.5,19.0,24.666666666666668,12.0,26.25
8.0,36.0,19.0,40.5,26.666666666666668,7.0,24.0,45.75,29.0,36.666666666666664,nan,7.0
5.0,28.0,34.0,56.5,28.5,5.0,28.0,41.25,28.0,13.0,nan,nan
1.0,16.0,25.0,52.25,27.0,22.5,34.0,48.0,18.333333333333332,nan,nan,21.0
3.0,26.0,18.0,48.0,22.5,26.0,24.333333333333332,49.5,24.5,33.0,nan,27.666666666666668
3.0,27.0,22.0,49.5,29.0,12.0,11.5,55.666666666666664,32.333333333333336,27.0,23.0,22.0
2.0,23.0,26.5,56.5,35.0,24.5,nan,60.666666666666664,32.5,45.666666666666664,nan,20.0
2.0,26.0,14.0,60.0,31.333333333333332,9.0,11.666666666666666,60.75,25.0,nan,nan,45.0
3.0,37.0,nan,43.75,32.0,15.0,nan,57.25,22.666666666666668,nan,43.0,nan
