BenzAGS2018,CO#AGS2018,NO#AGS2018,NO2AGS2018,O3#AGS2018,PM10AGS2018,PM2.5AGS2018,SO2AGS2018,Πλατεια Αγιας Σοφιας(1264),Ερμου(2378),Καρολου Ντηλ(2872),Καρολου Ντηλ(3026),Πλατεια Αγιας Σοφιας(695),Ερμου(808),Πλατεια Αγιας Σοφιας(890),Πλατεια Αγιας Σοφιας(919),Ερμου(975)
nan,1.8,146.0,56.0,nan,72.0,39.0,7.0,18.666666666666668,22.666666666666668,23.0,19.333333333333332,nan,nan,14.5,nan,23.5
nan,0.9,47.0,40.0,6.0,74.0,44.0,6.0,10.0,30.666666666666668,26.5,16.0,8.0,27.0,12.0,11.0,14.5
nan,0.4,13.0,25.0,30.0,44.0,23.0,6.0,nan,30.0,21.0,17.0,24.5,nan,18.5,nan,28.0
nan,0.4,10.0,22.0,37.0,31.0,16.0,7.0,nan,31.0,13.5,37.5,19.0,21.0,25.0,20.0,26.0
nan,0.3,10.0,15.0,44.0,33.0,21.0,6.0,nan,32.0,40.5,38.0,15.0,28.0,nan,nan,24.5
nan,0.3,5.0,23.0,16.0,32.0,17.0,5.0,nan,33.5,16.0,46.333333333333336,19.0,37.0,nan,nan,nan
nan,0.2,6.0,20.0,12.0,31.0,19.0,5.0,nan,nan,nan,55.0,nan,nan,nan,nan,nan
nan,0.2,12.0,27.0,2.0,41.0,20.0,6.0,28.5,nan,22.0,23.0,nan,nan,15.0,20.0,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,34.0,nan,47.0,nan,nan,13.666666666666666,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,13.0,21.0,7.0,24.0,nan,nan,12.0,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,11.0,31.0,34.0,16.0,nan,nan,15.0,30.0
nan,0.6,30.0,31.0,27.0,nan,nan,5.0,11.0,18.0,nan,20.5,nan,26.333333333333332,20.0,nan,20.0
nan,0.3,64.0,24.0,69.0,51.0,21.0,14.0,9.0,14.0,35.0,22.0,22.0,22.5,nan,nan,25.0
nan,0.4,nan,nan,nan,50.0,22.0,nan,14.666666666666666,24.5,nan,9.0,17.0,26.666666666666668,12.666666666666666,nan,12.0
nan,0.3,8.0,17.0,87.0,45.0,17.0,10.0,24.0,nan,19.0,26.5,23.0,27.5,17.0,10.0,12.0
nan,0.2,5.0,14.0,93.0,49.0,29.0,10.0,14.0,32.5,28.0,25.5,nan,19.0,nan,17.666666666666668,2.0
nan,0.2,4.0,9.0,94.0,47.0,21.0,9.0,nan,21.0,18.0,19.0,15.0,28.666666666666668,14.5,16.666666666666668,14.0
nan,0.6,17.0,19.0,62.0,34.0,13.0,6.0,8.0,nan,34.0,20.0,12.0,20.0,nan,nan,nan
nan,0.4,5.0,16.0,66.0,37.0,18.0,6.0,18.0,12.0,nan,23.0,12.0,32.0,14.5,nan,nan
nan,0.5,15.0,30.0,52.0,34.0,14.0,7.0,16.5,25.0,11.0,13.0,nan,nan,nan,17.0,29.0
nan,0.7,16.0,37.0,36.0,41.0,19.0,7.0,22.5,26.0,nan,22.75,13.5,14.0,nan,nan,nan
nan,1.4,87.0,58.0,1.0,45.0,21.0,8.0,11.666666666666666,23.5,17.666666666666668,19.333333333333332,12.666666666666666,nan,nan,nan,nan
nan,1.3,59.0,54.0,1.0,60.0,34.0,14.0,nan,20.5,nan,32.0,nan,25.0,9.0,nan,23.0
nan,1.6,93.0,54.0,1.0,63.0,36.0,12.0,19.5,24.5,23.0,27.75,17.0,23.5,18.5,nan,13.0
nan,1.0,49.0,51.0,1.0,63.0,31.0,10.0,nan,29.25,9.0,25.75,20.0,10.0,14.0,nan,29.5
nan,1.3,49.0,49.0,1.0,53.0,31.0,9.0,8.0,27.0,33.0,3.0,nan,30.5,nan,25.0,22.5
nan,1.2,47.0,46.0,1.0,54.0,27.0,8.0,15.0,nan,20.0,42.0,nan,36.0,26.0,16.0,nan
nan,1.0,40.0,42.0,1.0,55.0,27.0,7.0,nan,nan,35.0,33.0,nan,nan,17.0,nan,nan
nan,0.8,30.0,41.0,1.0,44.0,23.0,7.0,18.0,36.0,7.5,17.0,nan,nan,nan,nan,24.5
nan,0.5,24.0,37.0,1.0,38.0,23.0,6.0,nan,23.5,nan,29.5,nan,22.0,nan,nan,28.0
nan,0.5,57.0,40.0,1.0,35.0,24.0,7.0,16.0,13.0,32.5,nan,nan,nan,nan,nan,nan
nan,1.0,88.0,42.0,1.0,52.0,27.0,7.0,nan,30.0,24.0,22.0,nan,nan,9.5,nan,17.5
nan,0.8,62.0,38.0,1.0,68.0,24.0,7.0,12.0,18.0,8.5,9.0,15.0,27.25,17.5,11.5,20.0
nan,0.6,43.0,36.0,8.0,82.0,33.0,7.0,18.333333333333332,11.0,25.0,15.5,21.5,22.75,16.0,18.0,22.666666666666668
nan,0.7,34.0,29.0,21.0,67.0,27.0,7.0,12.75,12.0,13.5,20.5,6.0,22.0,11.0,15.0,24.5
nan,0.7,27.0,26.0,40.0,53.0,24.0,8.0,14.0,15.0,16.5,13.666666666666666,12.0,19.666666666666668,10.5,13.0,7.5
nan,0.6,21.0,16.0,64.0,58.0,20.0,8.0,15.5,15.25,17.5,17.25,12.666666666666666,20.0,8.666666666666666,15.0,22.333333333333332
nan,0.6,20.0,20.0,59.0,33.0,13.0,7.0,16.5,18.666666666666668,12.5,18.0,6.5,19.666666666666668,10.666666666666666,11.0,15.5
nan,0.4,11.0,13.0,62.0,36.0,18.0,7.0,14.5,20.666666666666668,20.25,25.0,19.333333333333332,22.5,10.0,nan,16.333333333333332
nan,0.6,19.0,18.0,46.0,37.0,18.0,6.0,16.333333333333332,19.5,28.0,18.0,12.5,19.5,8.0,16.0,nan
nan,0.4,11.0,16.0,63.0,29.0,20.0,6.0,14.5,25.666666666666668,22.0,16.25,8.0,23.75,12.0,nan,24.0
nan,0.5,12.0,19.0,38.0,30.0,14.0,8.0,14.0,21.75,14.5,14.666666666666666,2.0,15.0,12.0,18.0,19.0
nan,0.6,17.0,22.0,45.0,26.0,14.0,6.0,17.0,17.666666666666668,20.666666666666668,18.5,9.333333333333334,14.333333333333334,9.333333333333334,11.0,18.75
nan,0.6,14.0,20.0,53.0,34.0,18.0,6.0,12.25,18.666666666666668,13.0,15.5,9.5,13.25,5.333333333333333,14.0,17.5
nan,0.3,8.0,15.0,62.0,88.0,18.0,7.0,11.0,22.0,33.0,22.0,12.75,15.25,7.333333333333333,8.5,16.0
nan,0.2,5.0,9.0,67.0,133.0,17.0,6.0,4.0,24.75,21.5,25.75,7.5,29.0,13.666666666666666,11.0,22.5
nan,0.1,3.0,5.0,73.0,186.0,11.0,5.0,15.5,29.0,26.25,46.0,10.0,29.0,9.0,12.0,20.0
nan,0.1,7.0,7.0,68.0,208.0,14.0,5.0,16.25,24.0,24.0,29.0,17.5,19.666666666666668,13.333333333333334,27.0,31.0
nan,0.1,2.0,6.0,67.0,90.0,9.0,5.0,25.0,32.0,31.0,39.0,13.666666666666666,34.5,14.5,13.0,11.0
nan,0.1,1.0,4.0,66.0,55.0,7.0,5.0,13.0,30.0,24.666666666666668,32.0,nan,25.0,15.5,nan,4.0
nan,0.1,1.0,3.0,62.0,46.0,9.0,5.0,nan,nan,nan,45.0,nan,36.0,nan,nan,24.0
nan,0.1,1.0,4.0,62.0,64.0,7.0,5.0,nan,nan,nan,46.5,nan,nan,nan,nan,nan
nan,0.1,1.0,4.0,60.0,44.0,6.0,5.0,nan,29.0,nan,43.0,nan,nan,nan,20.0,30.0
nan,0.1,2.0,6.0,56.0,55.0,5.0,5.0,nan,nan,55.0,nan,nan,nan,nan,nan,nan
nan,0.1,5.0,7.0,53.0,44.0,4.0,6.0,nan,nan,nan,29.0,nan,20.0,nan,17.0,nan
nan,0.2,8.0,9.0,51.0,37.0,4.0,6.0,14.0,24.0,15.5,33.0,nan,33.0,11.0,nan,22.0
nan,0.2,10.0,10.0,48.0,30.0,10.0,6.0,12.333333333333334,19.25,25.0,15.5,16.5,25.666666666666668,12.25,15.5,30.5
nan,0.3,15.0,14.0,43.0,29.0,8.0,6.0,17.25,15.0,18.75,17.0,8.5,25.0,nan,16.5,22.333333333333332
nan,0.3,16.0,12.0,49.0,37.0,7.0,5.0,8.5,14.0,16.333333333333332,13.5,15.0,24.666666666666668,14.5,15.5,18.333333333333332
nan,0.3,15.0,12.0,50.0,48.0,8.0,6.0,13.75,9.0,25.0,19.75,7.5,18.0,10.0,8.666666666666666,18.5
nan,0.4,18.0,16.0,47.0,42.0,7.0,5.0,13.666666666666666,12.0,18.0,15.75,12.333333333333334,12.5,12.25,13.333333333333334,15.666666666666666
nan,0.5,19.0,16.0,49.0,42.0,11.0,6.0,12.0,14.0,18.25,14.75,8.0,17.75,8.0,8.666666666666666,18.666666666666668
nan,0.4,16.0,16.0,51.0,34.0,10.0,6.0,17.5,19.333333333333332,21.75,19.666666666666668,12.0,16.333333333333332,4.0,9.333333333333334,5.0
nan,0.5,19.0,18.0,49.0,38.0,10.0,5.0,18.666666666666668,6.0,17.25,12.5,11.5,16.333333333333332,6.0,14.5,21.0
nan,0.5,18.0,20.0,47.0,31.0,10.0,5.0,11.0,25.333333333333332,22.0,19.25,13.0,17.75,10.25,7.0,nan
nan,0.5,25.0,24.0,41.0,24.0,10.0,5.0,11.333333333333334,15.666666666666666,13.0,13.75,8.333333333333334,14.0,10.25,8.0,13.666666666666666
nan,0.6,32.0,27.0,39.0,30.0,11.0,5.0,7.75,20.666666666666668,14.0,14.333333333333334,5.25,11.5,10.0,nan,18.666666666666668
nan,0.4,17.0,19.0,50.0,28.0,12.0,5.0,9.0,23.0,20.666666666666668,13.75,nan,12.666666666666666,7.5,10.5,10.333333333333334
nan,0.4,13.0,15.0,55.0,27.0,10.0,6.0,12.75,17.666666666666668,12.0,17.25,9.0,26.666666666666668,8.5,11.0,9.0
nan,0.3,11.0,17.0,48.0,25.0,11.0,6.0,13.0,16.333333333333332,4.0,21.666666666666668,6.0,21.25,7.0,18.0,13.666666666666666
nan,0.3,9.0,17.0,47.0,32.0,10.0,5.0,13.0,14.666666666666666,18.0,23.0,5.0,30.25,10.5,26.0,22.0
nan,0.2,15.0,15.0,52.0,24.0,7.0,8.0,6.0,16.0,39.5,9.0,15.5,24.5,9.5,14.0,nan
nan,0.2,4.0,10.0,56.0,22.0,8.0,6.0,13.0,24.333333333333332,14.0,32.0,14.0,23.0,18.5,nan,25.5
nan,0.1,3.0,6.0,63.0,17.0,7.0,6.0,25.0,36.0,31.0,30.5,17.5,23.0,13.0,nan,32.0
nan,0.1,3.0,8.0,59.0,16.0,5.0,12.0,nan,23.0,nan,29.0,21.0,34.0,nan,nan,nan
nan,0.1,1.0,4.0,64.0,17.0,7.0,7.0,nan,12.0,45.0,65.0,nan,32.0,nan,nan,nan
nan,0.1,1.0,3.0,66.0,15.0,7.0,10.0,nan,nan,nan,nan,nan,32.0,nan,nan,nan
nan,0.1,2.0,9.0,54.0,16.0,6.0,10.0,nan,35.0,16.0,58.0,nan,nan,nan,nan,20.0
nan,0.2,9.0,15.0,43.0,19.0,7.0,9.0,nan,13.0,15.0,nan,nan,nan,23.0,nan,nan
nan,0.3,13.0,19.0,38.0,18.0,6.0,8.0,7.0,32.0,36.666666666666664,19.0,nan,32.0,nan,17.0,nan
nan,0.4,17.0,21.0,34.0,23.0,12.0,9.0,nan,18.5,25.0,14.666666666666666,nan,21.0,22.5,nan,21.666666666666668
nan,0.4,20.0,23.0,32.0,27.0,11.0,12.0,17.0,19.0,15.0,13.0,13.666666666666666,19.5,14.0,9.5,23.0
nan,0.5,24.0,23.0,33.0,45.0,14.0,12.0,14.0,16.0,12.5,17.25,12.25,16.25,10.5,11.5,6.0
nan,0.4,24.0,18.0,48.0,33.0,18.0,9.0,15.0,14.0,9.0,16.0,14.333333333333334,21.0,14.333333333333334,13.0,19.666666666666668
nan,0.3,18.0,12.0,64.0,30.0,13.0,7.0,16.0,16.25,14.5,11.25,8.666666666666666,16.25,10.333333333333334,11.0,17.5
nan,0.4,18.0,14.0,65.0,49.0,12.0,7.0,12.5,16.5,24.0,16.5,7.666666666666667,16.25,15.0,14.666666666666666,6.0
nan,0.4,18.0,14.0,66.0,32.0,11.0,7.0,7.0,20.666666666666668,26.333333333333332,10.333333333333334,7.666666666666667,12.5,5.5,12.5,14.0
nan,0.4,17.0,14.0,66.0,33.0,13.0,6.0,16.0,21.0,21.333333333333332,20.333333333333332,13.5,14.0,nan,10.0,18.5
nan,0.4,17.0,13.0,70.0,22.0,10.0,5.0,14.0,20.0,24.0,22.5,13.0,21.75,11.0,22.0,nan
nan,0.4,17.0,15.0,66.0,20.0,5.0,5.0,15.0,20.0,24.0,15.0,7.75,12.0,13.333333333333334,14.5,17.5
nan,0.5,17.0,21.0,54.0,23.0,3.0,5.0,20.0,16.0,21.5,27.5,11.333333333333334,29.5,8.0,5.0,16.5
nan,0.4,14.0,22.0,47.0,20.0,7.0,5.0,9.0,20.75,16.5,19.0,15.75,25.0,14.0,15.0,20.5
nan,0.4,13.0,24.0,42.0,23.0,5.0,5.0,14.0,18.5,nan,23.333333333333332,13.0,28.75,11.5,6.0,16.0
nan,0.3,7.0,12.0,57.0,27.0,7.0,5.0,21.0,15.0,17.0,16.5,12.666666666666666,23.0,14.0,10.5,21.25
nan,0.2,6.0,8.0,61.0,24.0,6.0,5.0,16.0,21.0,18.5,23.0,17.0,nan,16.5,17.0,19.0
nan,0.1,4.0,4.0,69.0,30.0,5.0,5.0,nan,19.0,25.0,34.0,13.0,17.333333333333332,16.5,nan,19.0
nan,0.2,3.0,4.0,71.0,23.0,6.0,5.0,nan,31.0,19.0,24.0,10.0,27.0,12.0,nan,nan
nan,0.1,2.0,3.0,71.0,22.0,5.0,5.0,24.0,24.0,7.0,33.25,nan,22.666666666666668,18.0,nan,30.0
nan,0.1,2.0,2.0,73.0,15.0,6.0,5.0,nan,29.0,nan,21.0,nan,37.0,nan,nan,23.0
nan,0.1,1.0,1.0,72.0,15.0,7.0,5.0,13.0,nan,nan,35.5,27.0,nan,nan,16.0,nan
nan,0.1,2.0,1.0,74.0,13.0,6.0,5.0,nan,39.0,nan,36.5,nan,nan,17.0,nan,nan
nan,0.1,4.0,5.0,66.0,14.0,4.0,5.0,nan,36.0,nan,45.0,4.0,nan,nan,2.0,nan
nan,0.2,11.0,19.0,41.0,13.0,5.0,5.0,19.0,nan,36.0,nan,17.0,40.0,nan,nan,nan
nan,0.3,16.0,21.0,40.0,16.0,6.0,6.0,20.0,24.0,22.0,29.0,17.5,34.0,14.0,16.0,12.0
nan,0.4,12.0,18.0,46.0,23.0,5.0,5.0,14.333333333333334,18.666666666666668,nan,20.5,25.0,18.333333333333332,17.0,15.666666666666666,18.666666666666668
nan,0.3,16.0,14.0,53.0,23.0,6.0,5.0,13.666666666666666,14.0,21.25,16.75,17.5,14.666666666666666,13.0,11.0,18.0
nan,0.3,13.0,11.0,58.0,25.0,7.0,5.0,13.0,19.0,24.0,19.0,8.0,21.25,11.666666666666666,10.5,14.0
nan,0.3,17.0,14.0,57.0,25.0,6.0,5.0,14.666666666666666,15.333333333333334,19.0,20.5,14.0,19.5,9.0,9.5,16.0
nan,0.4,14.0,11.0,67.0,23.0,5.0,5.0,12.0,14.666666666666666,12.5,16.25,12.0,15.333333333333334,9.666666666666666,15.0,16.0
nan,0.4,18.0,16.0,60.0,20.0,7.0,5.0,10.0,7.666666666666667,22.333333333333332,15.5,6.5,17.25,7.0,7.666666666666667,14.0
nan,0.5,16.0,18.0,59.0,24.0,7.0,5.0,10.0,13.0,7.0,16.25,9.666666666666666,23.333333333333332,5.333333333333333,5.0,12.5
nan,0.6,27.0,21.0,53.0,24.0,12.0,5.0,14.5,16.0,18.0,23.25,11.0,22.5,13.0,8.0,34.0
nan,0.4,21.0,16.0,59.0,24.0,12.0,5.0,13.0,20.333333333333332,23.0,20.666666666666668,11.5,16.25,8.5,nan,22.0
nan,0.5,20.0,18.0,56.0,15.0,7.0,5.0,nan,16.333333333333332,14.0,19.666666666666668,7.333333333333333,15.5,10.25,13.333333333333334,6.5
nan,0.9,58.0,33.0,37.0,16.0,5.0,5.0,7.0,20.0,6.5,13.0,2.0,10.25,5.666666666666667,4.0,10.0
nan,1.0,68.0,45.0,14.0,18.0,7.0,6.0,11.75,16.0,16.25,15.5,7.5,3.0,6.0,3.5,13.0
nan,0.8,33.0,38.0,19.0,25.0,9.0,6.0,11.0,13.333333333333334,10.0,16.0,2.0,18.0,11.0,5.0,16.0
nan,1.0,51.0,46.0,7.0,31.0,12.0,7.0,14.333333333333334,15.25,17.0,29.0,11.0,13.5,8.666666666666666,nan,nan
nan,1.1,92.0,46.0,5.0,44.0,20.0,9.0,10.0,20.666666666666668,22.5,17.0,30.0,21.5,16.0,11.5,4.0
nan,1.1,100.0,47.0,4.0,44.0,18.0,7.0,16.5,23.0,12.0,13.0,26.0,23.333333333333332,24.0,19.0,35.0
nan,1.3,95.0,45.0,4.0,53.0,17.0,7.0,11.0,20.333333333333332,38.0,29.333333333333332,8.0,35.0,13.0,17.0,nan
nan,1.1,73.0,43.0,4.0,45.0,18.0,6.0,nan,22.0,45.0,32.0,12.0,40.0,17.0,15.0,nan
nan,1.0,62.0,38.0,11.0,47.0,16.0,6.0,nan,28.0,nan,58.0,19.0,nan,18.0,nan,nan
nan,0.4,16.0,32.0,16.0,41.0,15.0,5.0,nan,34.0,23.0,5.0,nan,nan,13.0,nan,28.333333333333332
nan,0.4,13.0,26.0,22.0,25.0,10.0,5.0,nan,nan,nan,33.5,nan,nan,nan,nan,4.0
nan,0.2,10.0,19.0,24.0,25.0,6.0,5.0,nan,nan,nan,48.0,18.0,nan,15.0,18.0,nan
nan,0.4,59.0,33.0,5.0,32.0,9.0,6.0,25.0,33.0,nan,nan,nan,16.0,nan,nan,38.0
nan,0.9,118.0,37.0,3.0,38.0,9.0,7.0,nan,29.5,36.0,6.0,14.5,26.333333333333332,nan,20.0,27.0
nan,1.0,86.0,40.0,5.0,61.0,15.0,7.0,nan,19.75,16.0,10.0,11.5,13.0,13.75,10.0,18.25
nan,1.0,88.0,43.0,7.0,48.0,13.0,8.0,9.0,22.0,20.0,14.5,11.0,22.0,7.0,nan,29.333333333333332
nan,0.9,74.0,41.0,16.0,56.0,16.0,10.0,15.666666666666666,16.666666666666668,7.5,16.333333333333332,16.333333333333332,19.666666666666668,11.75,8.0,29.0
nan,0.8,46.0,33.0,32.0,67.0,19.0,9.0,10.0,21.0,23.75,18.5,11.75,14.333333333333334,7.0,11.0,14.666666666666666
nan,0.6,32.0,29.0,44.0,53.0,12.0,10.0,14.666666666666666,12.0,14.666666666666666,18.0,8.5,15.5,7.25,3.0,13.0
nan,0.5,17.0,21.0,57.0,37.0,10.0,8.0,12.5,15.333333333333334,16.75,12.75,8.333333333333334,23.0,9.75,8.5,16.0
nan,0.8,31.0,29.0,49.0,37.0,11.0,8.0,14.666666666666666,18.0,16.0,15.5,9.25,14.0,5.333333333333333,11.5,9.0
nan,0.7,50.0,30.0,47.0,40.0,11.0,7.0,11.666666666666666,10.666666666666666,17.25,22.666666666666668,10.333333333333334,17.5,9.0,2.0,16.0
nan,0.6,17.0,27.0,48.0,36.0,15.0,7.0,13.5,19.333333333333332,27.5,14.75,nan,20.333333333333332,9.5,12.0,20.5
nan,0.6,16.0,24.0,53.0,57.0,19.0,6.0,13.75,13.0,14.25,20.0,12.0,15.333333333333334,8.333333333333334,13.333333333333334,15.666666666666666
nan,0.6,17.0,30.0,38.0,40.0,20.0,6.0,13.333333333333334,20.666666666666668,14.0,18.333333333333332,9.0,20.0,11.0,10.5,10.0
nan,0.7,25.0,33.0,32.0,41.0,14.0,7.0,9.0,22.5,23.5,14.333333333333334,8.666666666666666,20.5,8.0,6.0,18.666666666666668
nan,0.7,21.0,31.0,38.0,37.0,22.0,8.0,9.5,21.0,27.5,8.0,7.666666666666667,9.0,7.0,11.0,14.0
nan,0.7,35.0,35.0,31.0,35.0,25.0,9.0,17.5,25.0,10.0,12.0,9.666666666666666,7.0,12.0,6.0,16.0
nan,0.8,24.0,34.0,32.0,34.0,22.0,11.0,19.5,24.5,13.25,14.666666666666666,12.0,19.666666666666668,15.0,10.5,23.333333333333332
nan,0.6,26.0,37.0,23.0,33.0,19.0,9.0,13.333333333333334,19.0,26.333333333333332,17.5,13.0,23.75,13.666666666666666,nan,33.0
nan,0.4,12.0,24.0,43.0,40.0,21.0,7.0,12.5,28.5,17.666666666666668,23.333333333333332,13.5,27.0,13.5,15.0,26.5
nan,0.2,6.0,10.0,65.0,22.0,10.0,6.0,nan,28.0,18.0,35.0,nan,24.0,18.0,nan,27.666666666666668
nan,0.2,5.0,10.0,65.0,19.0,10.0,6.0,18.0,21.0,31.0,28.666666666666668,14.0,36.0,20.0,20.0,nan
nan,0.3,8.0,13.0,56.0,16.0,8.0,6.0,15.0,38.0,11.0,nan,nan,22.5,18.0,23.0,nan
nan,0.3,10.0,14.0,51.0,16.0,11.0,6.0,nan,29.5,44.5,22.0,16.0,36.0,15.0,nan,34.0
nan,0.2,4.0,10.0,55.0,17.0,11.0,6.0,nan,31.0,32.0,43.5,nan,25.0,nan,nan,24.5
nan,0.2,9.0,24.0,33.0,13.0,11.0,7.0,nan,17.5,nan,7.0,nan,nan,nan,nan,nan
nan,0.3,29.0,36.0,15.0,23.0,12.0,8.0,9.0,25.5,23.333333333333332,42.0,16.0,nan,13.5,18.0,29.5
nan,0.5,47.0,40.0,9.0,29.0,13.0,10.0,nan,25.5,37.0,30.5,nan,25.0,20.0,14.0,nan
nan,0.9,55.0,39.0,12.0,39.0,17.0,8.0,nan,17.0,18.0,20.666666666666668,16.0,26.333333333333332,16.0,17.0,23.0
nan,0.8,46.0,36.0,19.0,43.0,21.0,10.0,13.666666666666666,16.666666666666668,12.666666666666666,16.5,9.0,26.75,11.0,5.0,19.333333333333332
nan,0.4,13.0,17.0,56.0,46.0,18.0,9.0,15.0,17.0,18.5,17.25,10.666666666666666,24.333333333333332,15.0,nan,5.0
nan,0.6,17.0,19.0,52.0,65.0,16.0,9.0,11.666666666666666,19.0,18.0,23.0,8.0,21.5,17.0,12.0,11.0
nan,0.4,12.0,15.0,60.0,33.0,12.0,7.0,16.0,10.0,19.333333333333332,12.0,nan,16.75,8.666666666666666,11.0,nan
nan,0.5,18.0,19.0,55.0,65.0,16.0,7.0,11.0,11.0,19.0,21.25,8.0,16.666666666666668,7.333333333333333,8.0,13.333333333333334
nan,0.5,14.0,16.0,59.0,45.0,14.0,7.0,7.5,12.666666666666666,25.0,15.25,14.0,19.333333333333332,18.0,18.0,11.5
nan,0.6,22.0,21.0,49.0,34.0,22.0,9.0,12.0,11.0,25.5,25.0,10.0,25.0,9.333333333333334,1.0,19.333333333333332
nan,0.4,10.0,17.0,56.0,29.0,18.0,10.0,17.0,15.0,21.0,16.0,4.0,24.5,nan,nan,nan
nan,0.4,15.0,22.0,45.0,31.0,19.0,9.0,10.5,15.5,26.666666666666668,24.75,12.5,19.0,13.666666666666666,23.0,19.5
nan,0.6,18.0,28.0,31.0,33.0,20.0,8.0,17.5,17.0,18.0,18.0,7.333333333333333,19.0,nan,8.0,15.0
nan,0.4,13.0,19.0,45.0,38.0,25.0,6.0,20.0,14.5,20.333333333333332,12.0,10.666666666666666,19.333333333333332,nan,12.0,25.0
nan,0.4,10.0,18.0,42.0,29.0,13.0,5.0,7.333333333333333,18.333333333333332,13.0,12.0,11.0,nan,7.5,7.0,21.5
nan,0.4,13.0,22.0,31.0,30.0,20.0,5.0,nan,11.25,5.0,20.0,9.0,22.5,12.5,10.0,27.666666666666668
nan,0.4,12.0,20.0,30.0,36.0,23.0,5.0,7.666666666666667,18.0,33.0,10.666666666666666,17.0,22.5,11.0,17.0,22.25
nan,0.4,11.0,13.0,40.0,44.0,30.0,5.0,15.0,22.333333333333332,10.0,12.75,nan,23.333333333333332,12.0,19.0,19.5
nan,0.2,4.0,6.0,48.0,30.0,20.0,5.0,16.0,26.5,13.333333333333334,12.666666666666666,11.5,25.0,16.0,9.5,25.0
nan,0.2,7.0,9.0,46.0,21.0,12.0,5.0,23.0,27.5,23.0,26.75,nan,nan,10.5,15.0,31.0
nan,0.2,5.0,7.0,39.0,17.0,12.0,5.0,20.5,26.75,29.25,24.666666666666668,17.0,28.5,9.0,nan,37.0
nan,0.2,6.0,6.0,40.0,20.0,12.0,5.0,17.0,24.333333333333332,nan,41.5,28.0,26.333333333333332,nan,nan,nan
nan,0.2,4.0,9.0,48.0,22.0,11.0,7.0,nan,35.0,32.333333333333336,32.0,nan,nan,nan,27.0,33.666666666666664
nan,0.2,5.0,16.0,49.0,28.0,14.0,9.0,nan,nan,5.0,nan,nan,nan,nan,nan,nan
nan,0.3,8.0,19.0,39.0,36.0,25.0,7.0,nan,26.0,49.0,28.5,10.0,27.0,11.0,nan,nan
nan,0.3,11.0,21.0,22.0,51.0,32.0,6.0,nan,nan,39.0,46.0,nan,17.0,11.0,11.0,nan
nan,0.4,13.0,25.0,19.0,54.0,36.0,6.0,23.0,22.0,nan,17.0,nan,27.0,nan,8.0,35.0
nan,0.6,15.0,23.0,18.0,52.0,38.0,6.0,13.0,15.0,17.0,34.5,nan,28.5,nan,nan,nan
nan,0.5,17.0,21.0,21.0,59.0,40.0,6.0,17.5,28.0,21.5,19.333333333333332,13.0,nan,11.0,16.0,nan
nan,0.7,28.0,28.0,14.0,56.0,41.0,6.0,8.333333333333334,11.0,17.0,14.5,8.5,20.666666666666668,9.0,8.666666666666666,17.0
nan,0.6,20.0,24.0,26.0,61.0,41.0,7.0,14.0,2.0,31.25,18.5,nan,20.666666666666668,12.0,nan,21.0
nan,0.4,12.0,16.0,45.0,48.0,37.0,7.0,nan,9.0,24.5,24.0,nan,nan,10.5,nan,8.0
nan,0.5,8.0,19.0,39.0,42.0,29.0,6.0,16.5,24.0,nan,30.0,13.0,22.0,18.0,12.0,nan
nan,0.7,21.0,30.0,18.0,43.0,31.0,6.0,nan,30.666666666666668,16.0,23.25,14.0,17.333333333333332,6.0,23.0,28.0
nan,0.6,16.0,27.0,20.0,53.0,39.0,6.0,nan,nan,nan,16.25,8.5,13.0,9.5,6.5,32.0
nan,0.6,15.0,26.0,17.0,52.0,35.0,6.0,13.0,16.0,31.0,15.333333333333334,12.5,26.0,14.0,10.5,nan
nan,0.7,32.0,30.0,9.0,53.0,40.0,7.0,nan,21.666666666666668,12.5,25.5,14.333333333333334,21.0,nan,nan,16.5
nan,0.6,24.0,30.0,7.0,49.0,34.0,7.0,nan,17.333333333333332,25.0,17.0,16.0,23.0,7.0,nan,8.5
nan,0.4,7.0,17.0,23.0,46.0,35.0,6.0,nan,nan,20.0,24.5,15.666666666666666,27.5,16.0,17.0,22.0
nan,0.4,16.0,24.0,10.0,43.0,30.0,6.0,nan,22.0,28.0,40.5,13.0,nan,13.0,22.0,34.0
nan,0.4,9.0,20.0,13.0,62.0,43.0,6.0,11.0,21.0,29.0,22.666666666666668,14.0,21.5,15.0,nan,nan
nan,0.5,10.0,18.0,12.0,65.0,39.0,7.0,18.0,24.0,21.0,28.0,9.5,38.0,24.0,nan,24.0
nan,0.3,5.0,11.0,21.0,62.0,34.0,6.0,24.0,30.666666666666668,nan,nan,nan,nan,nan,16.0,20.0
nan,0.3,2.0,8.0,24.0,35.0,20.0,6.0,20.0,28.0,27.0,nan,nan,30.0,5.0,nan,31.0
nan,0.2,2.0,5.0,38.0,42.0,23.0,6.0,nan,30.0,nan,35.0,nan,nan,nan,nan,nan
nan,0.2,2.0,5.0,39.0,21.0,13.0,6.0,20.5,40.0,45.0,30.5,nan,nan,nan,nan,nan
